
[Name]
finFluid1

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
2.56782956e-02, -2.60682441e-02, -6.03111740e-03, 3.00041962e+02
2.59913709e-02, -2.60682814e-02, -6.78567262e-03, 3.00045410e+02
2.61517614e-02, -2.60682385e-02, -7.58861285e-03, 3.00045624e+02
2.61522494e-02, -2.60682758e-02, -8.40553828e-03, 3.00048676e+02
2.59931572e-02, -2.60682516e-02, -9.20873787e-03, 3.00046875e+02
2.56809853e-02, -2.60682777e-02, -9.96366609e-03, 3.00049042e+02
2.52266321e-02, -2.60682441e-02, -1.06448438e-02, 3.00046600e+02
2.46493239e-02, -2.60682683e-02, -1.12228431e-02, 3.00048340e+02
2.39688829e-02, -2.60682367e-02, -1.16782961e-02, 3.00047546e+02
2.32143272e-02, -2.60682814e-02, -1.19913695e-02, 3.00050385e+02
2.24113874e-02, -2.60682534e-02, -1.21517600e-02, 3.00049164e+02
2.15944611e-02, -2.60682777e-02, -1.21522490e-02, 3.00050720e+02
2.07912624e-02, -2.60682460e-02, -1.19931577e-02, 3.00047852e+02
2.00363342e-02, -2.60682758e-02, -1.16809849e-02, 3.00048035e+02
1.93551555e-02, -2.60682367e-02, -1.12266336e-02, 3.00043762e+02
1.87771562e-02, -2.60682683e-02, -1.06493253e-02, 3.00044006e+02
1.83217041e-02, -2.60682441e-02, -9.96888243e-03, 3.00040375e+02
1.80086289e-02, -2.60682777e-02, -9.21432767e-03, 3.00040253e+02
1.78482402e-02, -2.60682460e-02, -8.41138698e-03, 3.00037750e+02
1.78477522e-02, -2.60682851e-02, -7.59446155e-03, 3.00037079e+02
1.80068426e-02, -2.60682534e-02, -6.79126196e-03, 3.00034821e+02
1.83190163e-02, -2.60682777e-02, -6.03633327e-03, 3.00036346e+02
1.87733676e-02, -2.60682441e-02, -5.35515510e-03, 3.00034210e+02
1.93506572e-02, -2.60682590e-02, -4.77716746e-03, 3.00035675e+02
2.00310498e-02, -2.60681566e-02, -4.32173768e-03, 3.00034698e+02
2.07853075e-02, -2.60681696e-02, -4.00877884e-03, 3.00036835e+02
2.15880089e-02, -2.60682926e-02, -3.84837738e-03, 3.00037811e+02
2.26927474e-02, -3.30836549e-02, -3.89542896e-03, 3.00000000e+02
2.41917018e-02, -3.30585763e-02, -4.46104817e-03, 3.00000000e+02
2.53772046e-02, -3.30541208e-02, -5.56651084e-03, 3.00000000e+02
2.60512661e-02, -3.30533497e-02, -7.04366434e-03, 3.00000000e+02
2.61088703e-02, -3.30532193e-02, -8.66673701e-03, 3.00000000e+02
2.55409535e-02, -3.30531970e-02, -1.01883765e-02, 3.00000000e+02
2.44339462e-02, -3.30531932e-02, -1.13768661e-02, 3.00000000e+02
2.29563918e-02, -3.30531932e-02, -1.20512489e-02, 3.00000000e+02
2.13332511e-02, -3.30531932e-02, -1.21088633e-02, 3.00000000e+02
1.98116153e-02, -3.30531932e-02, -1.15409456e-02, 3.00000000e+02
1.86231304e-02, -3.30531932e-02, -1.04339402e-02, 3.00000000e+02
1.79487523e-02, -3.30531932e-02, -8.95639416e-03, 3.00000000e+02
1.78911462e-02, -3.30531485e-02, -7.33321160e-03, 3.00000000e+02
1.84589121e-02, -3.30529548e-02, -5.81151061e-03, 3.00000000e+02
2.10479014e-02, -3.30581628e-02, -3.94816743e-03, 3.00000000e+02
1.95577573e-02, -3.30397710e-02, -4.62928507e-03, 3.00000000e+02
2.28039380e-02, -2.71379631e-02, -3.90641764e-03, 3.00002747e+02
2.20637415e-02, -2.72091441e-02, -3.82867060e-03, 3.00002411e+02
2.36537885e-02, -2.72089206e-02, -4.17116098e-03, 3.00002472e+02
2.43092161e-02, -2.71379426e-02, -4.52569500e-03, 3.00002869e+02
2.49931850e-02, -2.72089001e-02, -5.09553775e-03, 3.00002594e+02
2.54630111e-02, -2.71379370e-02, -5.67387510e-03, 3.00003021e+02
2.58768350e-02, -2.72089001e-02, -6.46207202e-03, 3.00002747e+02
2.60895733e-02, -2.71379370e-02, -7.17617804e-03, 3.00003235e+02
2.61702668e-02, -2.72089001e-02, -8.06273986e-03, 3.00002960e+02
2.60935370e-02, -2.71379389e-02, -8.80390033e-03, 3.00003418e+02
2.58288141e-02, -2.72089001e-02, -9.65385698e-03, 3.00003021e+02
2.54742950e-02, -2.71379370e-02, -1.03092352e-02, 3.00003418e+02
2.49044597e-02, -2.72088982e-02, -1.09931882e-02, 3.00003021e+02
2.43261252e-02, -2.71379352e-02, -1.14630107e-02, 3.00003418e+02
2.35379282e-02, -2.72089001e-02, -1.18768346e-02, 3.00003082e+02
2.28238218e-02, -2.71379389e-02, -1.20895738e-02, 3.00003540e+02
2.19372604e-02, -2.72089019e-02, -1.21702673e-02, 3.00003143e+02
2.11961009e-02, -2.71379370e-02, -1.20935366e-02, 3.00003510e+02
2.03461424e-02, -2.72089001e-02, -1.18288156e-02, 3.00003021e+02
1.96907651e-02, -2.71379370e-02, -1.14742955e-02, 3.00003296e+02
1.90068111e-02, -2.72088982e-02, -1.09044602e-02, 3.00002808e+02
1.85369886e-02, -2.71379352e-02, -1.03261247e-02, 3.00003021e+02
1.81231648e-02, -2.72089001e-02, -9.53792781e-03, 3.00002533e+02
1.79104265e-02, -2.71379370e-02, -8.82382225e-03, 3.00002808e+02
1.78297330e-02, -2.72089019e-02, -7.93725997e-03, 3.00002350e+02
1.79064628e-02, -2.71379389e-02, -7.19609996e-03, 3.00002563e+02
1.81711856e-02, -2.72089019e-02, -6.34614285e-03, 3.00002228e+02
1.85257047e-02, -2.71379370e-02, -5.69076324e-03, 3.00002502e+02
1.90955289e-02, -2.72088889e-02, -5.00681205e-03, 3.00002197e+02
1.96739286e-02, -2.71378420e-02, -4.53691091e-03, 3.00002502e+02
2.04633661e-02, -2.72086114e-02, -4.12242580e-03, 3.00002380e+02
2.12741923e-02, -2.72324719e-02, -3.89194256e-03, 3.00002289e+02
2.16344725e-02, -3.10098603e-02, -3.85537674e-03, 3.00000000e+02
2.32480746e-02, -3.10100541e-02, -4.03087167e-03, 3.00000000e+02
2.46721637e-02, -3.10101043e-02, -4.81084269e-03, 3.00000000e+02
2.56892368e-02, -3.10100894e-02, -6.07630610e-03, 3.00000000e+02
2.61445772e-02, -3.10100801e-02, -7.63457734e-03, 3.00000000e+02
2.59689260e-02, -3.10100783e-02, -9.24846623e-03, 3.00000000e+02
2.51890216e-02, -3.10100783e-02, -1.06722899e-02, 3.00000000e+02
2.39236131e-02, -3.10100783e-02, -1.16892653e-02, 3.00000000e+02
2.23653633e-02, -3.10100783e-02, -1.21445712e-02, 3.00000000e+02
2.07515042e-02, -3.10100783e-02, -1.19689098e-02, 3.00000000e+02
1.93277020e-02, -3.10100783e-02, -1.11890119e-02, 3.00000000e+02
1.83107313e-02, -3.10100764e-02, -9.92359966e-03, 3.00000000e+02
1.78554282e-02, -3.10100708e-02, -8.36535823e-03, 3.00000000e+02
1.80310737e-02, -3.10100466e-02, -6.75152941e-03, 3.00000000e+02
1.88109372e-02, -3.10099889e-02, -5.32775559e-03, 3.00000000e+02
2.00767182e-02, -3.10100485e-02, -4.31066891e-03, 3.00000000e+02
2.34293826e-02, -2.84731425e-02, -4.08094469e-03, 3.00000122e+02
2.25912239e-02, -2.83641629e-02, -3.87032446e-03, 3.00000153e+02
2.18210816e-02, -2.84727849e-02, -3.83222406e-03, 3.00000092e+02
2.41266508e-02, -2.83641443e-02, -4.41101659e-03, 3.00000153e+02
2.48205829e-02, -2.84729097e-02, -4.92654508e-03, 3.00000122e+02
2.53382530e-02, -2.83641033e-02, -5.49811218e-03, 3.00000153e+02
2.57820431e-02, -2.84729041e-02, -6.23990037e-03, 3.00000122e+02
2.60415766e-02, -2.83641033e-02, -6.96605351e-03, 3.00000153e+02
2.61677150e-02, -2.84729041e-02, -7.82120600e-03, 3.00000122e+02
2.61296034e-02, -2.83641033e-02, -8.59140232e-03, 3.00000183e+02
2.59188879e-02, -2.84729041e-02, -9.42973141e-03, 3.00000153e+02
2.55889371e-02, -2.83641033e-02, -1.01267165e-02, 3.00000183e+02
2.50734445e-02, -2.84729041e-02, -1.08205928e-02, 3.00000153e+02
2.45018862e-02, -2.83641033e-02, -1.13382563e-02, 3.00000183e+02
2.37600990e-02, -2.84729041e-02, -1.17820445e-02, 3.00000153e+02
2.30339449e-02, -2.83641033e-02, -1.20415771e-02, 3.00000183e+02
2.21787933e-02, -2.84729041e-02, -1.21677145e-02, 3.00000153e+02
2.14085970e-02, -2.83641033e-02, -1.21296039e-02, 3.00000183e+02
2.05702689e-02, -2.84729041e-02, -1.19188875e-02, 3.00000153e+02
1.98732838e-02, -2.83641033e-02, -1.15889367e-02, 3.00000183e+02
1.91794075e-02, -2.84729041e-02, -1.10734450e-02, 3.00000122e+02
1.86617430e-02, -2.83641033e-02, -1.05018849e-02, 3.00000153e+02
1.82179548e-02, -2.84729041e-02, -9.76009760e-03, 3.00000122e+02
1.79584231e-02, -2.83641033e-02, -9.03394446e-03, 3.00000153e+02
1.78322848e-02, -2.84729041e-02, -8.17879289e-03, 3.00000122e+02
1.78703964e-02, -2.83641033e-02, -7.40859658e-03, 3.00000122e+02
1.80811118e-02, -2.84729041e-02, -6.57026889e-03, 3.00000092e+02
1.84110627e-02, -2.83641014e-02, -5.87328384e-03, 3.00000122e+02
1.89265516e-02, -2.84729004e-02, -5.17940614e-03, 3.00000092e+02
1.94981508e-02, -2.83640735e-02, -4.66171000e-03, 3.00000122e+02
2.02402323e-02, -2.84727532e-02, -4.21779742e-03, 3.00000122e+02
2.09655128e-02, -2.83636060e-02, -3.95843154e-03, 3.00000122e+02
2.06075981e-02, -2.96847150e-02, -4.06717323e-03, 3.00000000e+02
2.22184379e-02, -2.96847895e-02, -3.83366062e-03, 3.00000000e+02
2.37961784e-02, -2.96848733e-02, -4.23441222e-03, 3.00000000e+02
2.51005404e-02, -2.96848472e-02, -5.20850066e-03, 3.00000000e+02
2.59327926e-02, -2.96848454e-02, -6.60753157e-03, 3.00000000e+02
2.61663031e-02, -2.96848454e-02, -8.21854547e-03, 3.00000000e+02
2.57655252e-02, -2.96848454e-02, -9.79628880e-03, 3.00000000e+02
2.47914772e-02, -2.96848454e-02, -1.11005623e-02, 3.00000000e+02
2.33924519e-02, -2.96848454e-02, -1.19327987e-02, 3.00000000e+02
2.17814427e-02, -2.96848454e-02, -1.21663008e-02, 3.00000000e+02
2.02037059e-02, -2.96848454e-02, -1.17655229e-02, 3.00000000e+02
1.88994352e-02, -2.96848435e-02, -1.07914750e-02, 3.00000000e+02
1.80671997e-02, -2.96848435e-02, -9.39244963e-03, 3.00000000e+02
1.78336985e-02, -2.96848416e-02, -7.78144505e-03, 3.00000000e+02
1.82344709e-02, -2.96848342e-02, -6.20371709e-03, 3.00000000e+02
1.92085486e-02, -2.96848211e-02, -4.89942124e-03, 3.00000000e+02
2.31574867e-02, -2.91754846e-02, -3.99102177e-03, 3.00000000e+02
2.15352923e-02, -2.91752778e-02, -3.85317416e-03, 3.00000000e+02
2.46036593e-02, -2.91754492e-02, -4.73922119e-03, 3.00000000e+02
2.56533362e-02, -2.91754380e-02, -5.98383928e-03, 3.00000000e+02
2.61467975e-02, -2.91754380e-02, -7.53538636e-03, 3.00000000e+02
2.60089412e-02, -2.91754380e-02, -9.15766601e-03, 3.00000000e+02
2.52607558e-02, -2.91754380e-02, -1.06037026e-02, 3.00000000e+02
2.40161493e-02, -2.91754380e-02, -1.16533469e-02, 3.00000031e+02
2.24646032e-02, -2.91754380e-02, -1.21467989e-02, 3.00000031e+02
2.08423287e-02, -2.91754380e-02, -1.20089399e-02, 3.00000000e+02
1.93962958e-02, -2.91754361e-02, -1.12607554e-02, 3.00000000e+02
1.83466524e-02, -2.91754361e-02, -1.00161480e-02, 3.00000000e+02
1.78532004e-02, -2.91754361e-02, -8.46460368e-03, 3.00000000e+02
1.79910585e-02, -2.91754343e-02, -6.84233382e-03, 3.00000000e+02
1.87392402e-02, -2.91754249e-02, -5.39630000e-03, 3.00000000e+02
1.99839473e-02, -2.91753728e-02, -4.34657419e-03, 3.00000000e+02
2.24547610e-02, -4.54510591e-04, -3.67237534e-03, 3.46257690e+02
2.18763668e-02, -9.98766627e-04, -3.64947272e-03, 3.45152252e+02
2.16033533e-02, -8.54316477e-06, -3.66647681e-03, 3.45800659e+02
2.24588290e-02, -3.95689532e-03, -3.67231318e-03, 3.42050964e+02
2.18488779e-02, -4.50670579e-03, -3.65043315e-03, 3.40879089e+02
2.16100831e-02, -3.53341363e-03, -3.66582535e-03, 3.41366364e+02
1.91816483e-02, -1.76611575e-04, -4.68742661e-03, 3.43622589e+02
1.86503194e-02, -1.10394740e-03, -5.22250542e-03, 3.42649841e+02
1.84677672e-02, 4.87142242e-05, -5.46093471e-03, 3.43978973e+02
1.91821884e-02, -3.67662380e-03, -4.68543451e-03, 3.39634674e+02
1.86495446e-02, -4.60385624e-03, -5.22379996e-03, 3.38512848e+02
1.85586624e-02, -3.49974283e-03, -5.34043135e-03, 3.39867249e+02
2.24567261e-02, 1.35439606e-02, -3.67199862e-03, 3.59750458e+02
2.18619108e-02, 1.29740546e-02, -3.65002151e-03, 3.58757355e+02
2.16754172e-02, 1.38716623e-02, -3.66060855e-03, 3.58839355e+02
2.24588308e-02, 1.00431079e-02, -3.67231411e-03, 3.56781097e+02
2.18488779e-02, 9.49329603e-03, -3.65043338e-03, 3.55750092e+02
2.16100588e-02, 1.04665877e-02, -3.66583234e-03, 3.55786621e+02
2.53364164e-02, -1.76377915e-04, -5.21003036e-03, 3.50943024e+02
2.48064846e-02, -1.10275613e-03, -4.67445981e-03, 3.48644684e+02
2.45688781e-02, 4.89111881e-05, -4.48915455e-03, 3.49597473e+02
2.53374334e-02, -3.67633230e-03, -5.20964433e-03, 3.46520569e+02
2.48056259e-02, -4.60333098e-03, -4.67393501e-03, 3.44144958e+02
2.46897452e-02, -3.50001431e-03, -4.58211545e-03, 3.45203369e+02
1.91839058e-02, 1.38238743e-02, -4.68471088e-03, 3.56790314e+02
1.86502300e-02, 1.28967101e-02, -5.22270193e-03, 3.56004852e+02
1.85045619e-02, 1.39295012e-02, -5.41131012e-03, 3.57031982e+02
1.91821773e-02, 1.03233922e-02, -4.68545174e-03, 3.53842560e+02
1.86495446e-02, 9.39614698e-03, -5.22380276e-03, 3.53025360e+02
1.85586363e-02, 1.05002867e-02, -5.34046348e-03, 3.54015381e+02
2.24588327e-02, 6.54309802e-03, -3.67231388e-03, 3.53536011e+02
2.18488798e-02, 5.99326752e-03, -3.65043292e-03, 3.52481384e+02
2.16101147e-02, 6.96656294e-03, -3.66582046e-03, 3.52608215e+02
2.24608704e-02, 3.04095238e-03, -3.67230154e-03, 3.50104126e+02
2.19043922e-02, 2.39418936e-03, -3.64880380e-03, 3.48772858e+02
2.16112882e-02, 3.46441474e-03, -3.66564025e-03, 3.49161377e+02
1.91821679e-02, 6.82337023e-03, -4.68545780e-03, 3.50658600e+02
1.86495129e-02, 5.89604490e-03, -5.22381905e-03, 3.49761047e+02
1.85586214e-02, 7.00025400e-03, -5.34048211e-03, 3.50840729e+02
1.91840250e-02, 3.32304114e-03, -4.68321564e-03, 3.47280396e+02
1.87172405e-02, 2.65920139e-03, -5.14238095e-03, 3.46632477e+02
1.85546987e-02, 3.49905691e-03, -5.34412544e-03, 3.47380768e+02
2.53399368e-02, 1.38241984e-02, -5.21312887e-03, 3.65057251e+02
2.48069502e-02, 1.28972987e-02, -4.67495201e-03, 3.62857239e+02
2.46207155e-02, 1.39290234e-02, -4.52866871e-03, 3.63311432e+02
2.53374316e-02, 1.03236688e-02, -5.20964619e-03, 3.61976807e+02
2.48056259e-02, 9.39666759e-03, -4.67393501e-03, 3.59757385e+02
2.46897358e-02, 1.04999831e-02, -4.58210986e-03, 3.60280029e+02
2.53374185e-02, 6.82363613e-03, -5.20963268e-03, 3.58621155e+02
2.48056166e-02, 5.89660322e-03, -4.67391778e-03, 3.56370117e+02
2.46897191e-02, 6.99994713e-03, -4.58209729e-03, 3.56988373e+02
2.53398120e-02, 3.32370168e-03, -5.21168252e-03, 3.54946991e+02
2.48854365e-02, 2.65937299e-03, -4.74189408e-03, 3.53220612e+02
2.46851780e-02, 3.49938124e-03, -4.57744626e-03, 3.53472382e+02
2.62945406e-02, -1.76557878e-04, -8.68806988e-03, 3.56064362e+02
2.63511110e-02, -1.10296567e-03, -7.93720316e-03, 3.54070496e+02
2.63350587e-02, 4.84796328e-05, -7.63662020e-03, 3.55120148e+02
2.62954850e-02, -3.67607991e-03, -8.68816208e-03, 3.51285706e+02
2.63509937e-02, -4.60248021e-03, -7.93603435e-03, 3.49179596e+02
2.63442285e-02, -3.49904597e-03, -7.78746884e-03, 3.50376923e+02
2.38057319e-02, -6.97200812e-05, -4.04110365e-03, 3.48359894e+02
2.32794955e-02, -8.26765667e-04, -3.84081295e-03, 3.46777191e+02
2.30810940e-02, 3.86549073e-05, -3.78357596e-03, 3.47488190e+02
2.38392334e-02, -3.54215596e-03, -4.05809050e-03, 3.44105865e+02
2.32832003e-02, -4.32666717e-03, -3.84216825e-03, 3.42477203e+02
2.30781604e-02, -3.42763471e-03, -3.78357503e-03, 3.43274139e+02
2.62944363e-02, 1.38241155e-02, -8.69340822e-03, 3.70985718e+02
2.63509061e-02, 1.28978668e-02, -7.93868583e-03, 3.69160675e+02
2.63390727e-02, 1.39293065e-02, -7.70168938e-03, 3.69628418e+02
2.62954812e-02, 1.03239352e-02, -8.68816674e-03, 3.67775085e+02
2.63509918e-02, 9.39752162e-03, -7.93603435e-03, 3.65918365e+02
2.63442248e-02, 1.05009796e-02, -7.78747071e-03, 3.66521240e+02
2.62954794e-02, 6.82391133e-03, -8.68814625e-03, 3.64206665e+02
2.63509415e-02, 5.89743396e-03, -7.93545879e-03, 3.62305450e+02
2.63442211e-02, 7.00095948e-03, -7.78745767e-03, 3.63004761e+02
2.38636602e-02, 1.39534343e-02, -4.06896463e-03, 3.61952118e+02
2.32942514e-02, 1.31639261e-02, -3.84558691e-03, 3.60482727e+02
2.31075622e-02, 1.39700314e-02, -3.79122933e-03, 3.60796112e+02
2.62954980e-02, 3.32378433e-03, -8.69151298e-03, 3.60288269e+02
2.63521280e-02, 2.65980116e-03, -8.04174412e-03, 3.58809418e+02
2.63446271e-02, 3.50095122e-03, -7.78358104e-03, 3.59171844e+02
2.38392204e-02, 1.04578398e-02, -4.05808305e-03, 3.58898682e+02
2.32831985e-02, 9.67333373e-03, -3.84216802e-03, 3.57475616e+02
2.30781510e-02, 1.05723599e-02, -3.78357247e-03, 3.57849548e+02
2.38392204e-02, 6.95781503e-03, -4.05808492e-03, 3.55640198e+02
2.32831892e-02, 6.17330428e-03, -3.84216313e-03, 3.54175690e+02
2.30781641e-02, 7.07233045e-03, -3.78357875e-03, 3.54629547e+02
2.38379948e-02, 3.45488242e-03, -4.05640900e-03, 3.52135925e+02
2.32746508e-02, 2.48742220e-03, -3.84013052e-03, 3.50471191e+02
2.30888389e-02, 3.56101245e-03, -3.78633686e-03, 3.51196228e+02
2.61444133e-02, -7.51650950e-05, -6.67530531e-03, 3.53726654e+02
2.59309094e-02, -1.10350759e-03, -6.13620831e-03, 3.51430145e+02
2.58559976e-02, 1.46672073e-06, -5.98577736e-03, 3.52814728e+02
2.61774380e-02, -3.55812581e-03, -6.78685540e-03, 3.49204987e+02
2.59302668e-02, -4.60293889e-03, -6.13513775e-03, 3.46793762e+02
2.58554835e-02, -3.49871186e-03, -5.98535314e-03, 3.48383331e+02
2.61807367e-02, 1.39374854e-02, -6.79736398e-03, 3.68119385e+02
2.59308200e-02, 1.28985839e-02, -6.13689981e-03, 3.66008331e+02
2.58281324e-02, 1.40796164e-02, -5.93241164e-03, 3.67104797e+02
2.61774324e-02, 1.04418928e-02, -6.78685261e-03, 3.65023712e+02
2.59302650e-02, 9.39706061e-03, -6.13513775e-03, 3.62806335e+02
2.58554779e-02, 1.05012748e-02, -5.98535407e-03, 3.63892670e+02
1.91112533e-02, 1.38234952e-02, -1.12519041e-02, 3.67676666e+02
1.97170377e-02, 1.28971282e-02, -1.17043015e-02, 3.68666290e+02
1.99240167e-02, 1.39297657e-02, -1.18225217e-02, 3.70226593e+02
2.61774305e-02, 6.94187731e-03, -6.78685727e-03, 3.61568695e+02
2.59302706e-02, 5.89704793e-03, -6.13514381e-03, 3.59326752e+02
2.58554779e-02, 7.00125657e-03, -5.98535687e-03, 3.60514099e+02
1.91112608e-02, 1.03235440e-02, -1.12525821e-02, 3.64431427e+02
1.97180733e-02, 9.39663593e-03, -1.17046768e-02, 3.65437347e+02
1.98459215e-02, 1.05005205e-02, -1.17784711e-02, 3.66901215e+02
1.90974269e-02, -1.77375157e-04, -1.12398453e-02, 3.53867676e+02
1.97131261e-02, -1.10395055e-03, -1.17018782e-02, 3.53895752e+02
1.99755505e-02, 4.86509234e-05, -1.18500618e-02, 3.55928711e+02
2.61769928e-02, 3.44241201e-03, -6.78300997e-03, 3.57801727e+02
2.59297043e-02, 2.39752349e-03, -6.13500830e-03, 3.55574524e+02
2.58558653e-02, 3.50144901e-03, -5.98563114e-03, 3.56830383e+02
1.91107057e-02, -3.67724081e-03, -1.12522691e-02, 3.48685577e+02
1.97178852e-02, -4.60368581e-03, -1.17045967e-02, 3.48957245e+02
1.98456589e-02, -3.49982013e-03, -1.17783118e-02, 3.50862366e+02
1.91112589e-02, 6.82339817e-03, -1.12525830e-02, 3.61011078e+02
1.97180863e-02, 5.89638529e-03, -1.17047047e-02, 3.61860474e+02
1.98459402e-02, 7.00043840e-03, -1.17784794e-02, 3.63408508e+02
1.91088803e-02, 3.32284835e-03, -1.12511981e-02, 3.57303741e+02
1.96283441e-02, 2.65855365e-03, -1.16491970e-02, 3.58145966e+02
1.98487025e-02, 3.49941128e-03, -1.17808906e-02, 3.59525208e+02
2.09404305e-02, -6.05201021e-05, -1.22191720e-02, 3.57040924e+02
2.14708652e-02, -1.10287685e-03, -1.23178847e-02, 3.56156372e+02
2.18654871e-02, 6.02913642e-05, -1.23485094e-02, 3.58041992e+02
2.07904316e-02, 1.39459493e-02, -1.21791940e-02, 3.71939209e+02
2.14729682e-02, 1.28983455e-02, -1.23178866e-02, 3.71384888e+02
2.17244495e-02, 1.40574034e-02, -1.23410635e-02, 3.72992157e+02
2.07777694e-02, -3.55808530e-03, -1.21744806e-02, 3.52276489e+02
2.14743465e-02, -4.60172910e-03, -1.23178503e-02, 3.51072632e+02
2.16078460e-02, -3.49839800e-03, -1.23321787e-02, 3.52936523e+02
2.07778644e-02, 1.04421647e-02, -1.21745123e-02, 3.68570831e+02
2.14743558e-02, 9.39843990e-03, -1.23178475e-02, 3.68073395e+02
2.16083080e-02, 1.05017927e-02, -1.23322653e-02, 3.69444458e+02
2.07778811e-02, 6.94213202e-03, -1.21745178e-02, 3.65041565e+02
2.14744378e-02, 5.89828473e-03, -1.23178726e-02, 3.64413910e+02
2.16083229e-02, 7.00177532e-03, -1.23322671e-02, 3.65886230e+02
2.07631551e-02, 3.45549011e-03, -1.21712750e-02, 3.61054596e+02
2.12555695e-02, 2.58713332e-03, -1.22869015e-02, 3.60763977e+02
2.16129404e-02, 3.49966995e-03, -1.23334713e-02, 3.62140381e+02
2.42980383e-02, -1.76595553e-04, -1.16926562e-02, 3.58059082e+02
2.49019451e-02, -1.10297208e-03, -1.12426523e-02, 3.56539673e+02
2.51182877e-02, 4.84784468e-05, -1.10333245e-02, 3.57893677e+02
2.42987294e-02, -3.67606734e-03, -1.16933165e-02, 3.53120178e+02
2.49027852e-02, -4.60247463e-03, -1.12417694e-02, 3.51440613e+02
2.50104684e-02, -3.49904434e-03, -1.11392001e-02, 3.52879547e+02
2.42934246e-02, 1.38240000e-02, -1.16965398e-02, 3.73260803e+02
2.49005966e-02, 1.28978109e-02, -1.12435501e-02, 3.72124146e+02
2.50717066e-02, 1.39291538e-02, -1.10791456e-02, 3.72902313e+02
2.42987219e-02, 1.03239510e-02, -1.16933165e-02, 3.69968079e+02
2.49027852e-02, 9.39752907e-03, -1.12417694e-02, 3.68794617e+02
2.50104647e-02, 1.05009805e-02, -1.11391982e-02, 3.69642242e+02
2.42987387e-02, 6.82392670e-03, -1.16933007e-02, 3.66342896e+02
2.49031838e-02, 5.89743629e-03, -1.12413550e-02, 3.65078522e+02
2.50104722e-02, 7.00096134e-03, -1.11391852e-02, 3.66021820e+02
2.42962055e-02, 3.32375290e-03, -1.16955414e-02, 3.62372742e+02
2.48237383e-02, 2.65978766e-03, -1.13119939e-02, 3.61385010e+02
2.50136629e-02, 3.50094470e-03, -1.11369528e-02, 3.62068634e+02
1.80197079e-02, 1.38247740e-02, -9.75671969e-03, 3.63587769e+02
1.83821712e-02, 1.28969001e-02, -1.04162311e-02, 3.64847107e+02
1.84814297e-02, 1.40014496e-02, -1.05588418e-02, 3.66376434e+02
1.80227179e-02, 1.03244632e-02, -9.76202823e-03, 3.60352264e+02
1.83826108e-02, 9.39683151e-03, -1.04169827e-02, 3.61647675e+02
1.84841789e-02, 1.05016800e-02, -1.05616786e-02, 3.63148956e+02
1.80202797e-02, -1.76993126e-04, -9.75713972e-03, 3.49494629e+02
1.83944944e-02, -1.10390258e-03, -1.04328413e-02, 3.49996002e+02
1.85036883e-02, -7.79557449e-05, -1.05880722e-02, 3.51878815e+02
1.80228986e-02, -3.67593532e-03, -9.76244546e-03, 3.45216644e+02
1.83825344e-02, -4.60356614e-03, -1.04168737e-02, 3.45916504e+02
1.84841547e-02, -3.49946856e-03, -1.05617596e-02, 3.47858063e+02
1.80227179e-02, 6.82444731e-03, -9.76202730e-03, 3.57048187e+02
1.83826033e-02, 5.89666562e-03, -1.04169622e-02, 3.58243958e+02
1.84841771e-02, 7.00163189e-03, -1.05616748e-02, 3.59812073e+02
1.80246197e-02, 3.32259154e-03, -9.76556260e-03, 3.53484833e+02
1.83849465e-02, 2.39541521e-03, -1.04197897e-02, 3.54507111e+02
1.84846371e-02, 3.50105972e-03, -1.05623528e-02, 3.56162537e+02
2.07233466e-02, -8.27245603e-05, -3.84094031e-03, 3.44807373e+02
2.01001018e-02, -1.10245927e-03, -4.08679340e-03, 3.43072266e+02
1.99556462e-02, 1.80466452e-06, -4.15955903e-03, 3.44458862e+02
2.27534566e-02, -7.41110489e-05, -1.22860586e-02, 3.58506409e+02
2.32984070e-02, -1.10359595e-03, -1.21520730e-02, 3.57246216e+02
2.34576724e-02, 1.18548348e-06, -1.20989298e-02, 3.59012085e+02
2.26402320e-02, 1.39232175e-02, -1.23028988e-02, 3.73587646e+02
2.32974775e-02, 1.28983157e-02, -1.21520739e-02, 3.72669800e+02
2.35096924e-02, 1.40868053e-02, -1.20808454e-02, 3.74185577e+02
2.07182672e-02, -3.57023836e-03, -3.84187885e-03, 3.40749084e+02
2.00994425e-02, -4.60260408e-03, -4.08682274e-03, 3.38967041e+02
1.99539512e-02, -3.49825644e-03, -4.16059885e-03, 3.40458832e+02
2.26209145e-02, -3.55796167e-03, -1.23055605e-02, 3.53606537e+02
2.33000815e-02, -4.60279500e-03, -1.21514369e-02, 3.52170868e+02
2.34584883e-02, -3.49862804e-03, -1.20983263e-02, 3.54081055e+02
2.26209033e-02, 1.04421275e-02, -1.23055642e-02, 3.70199677e+02
2.33000778e-02, 9.39723011e-03, -1.21514387e-02, 3.69296692e+02
2.34584808e-02, 1.05013829e-02, -1.20983254e-02, 3.70666656e+02
2.26209033e-02, 6.94211479e-03, -1.23055624e-02, 3.66613678e+02
2.33000759e-02, 5.89720672e-03, -1.21514434e-02, 3.65618103e+02
2.34584864e-02, 7.00136041e-03, -1.20983198e-02, 3.67082825e+02
2.07759310e-02, 1.39407953e-02, -3.82524426e-03, 3.58004852e+02
